ad_name,campaign_name,cost,purchases,conv_value
07/07/26 - Motion - All targets - SUN - PERMANENT - Multi Modèles - Multi Variantes - Promo - 2 Paires achetées = 1 offerte - Sans Prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,715.1,46,3021.93
18/03/26 - Image - Young Parent - KIDS - BONPOINT - Multi Modèles - Packshot Face - Avec Prix - V1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,714.62,19,968.96
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V3,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,709.8,23,1272.92
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pastry Dream - MoMa - Avec Prix - V1,ASUC-(HISTO)-US-(US)-PERF-RTG,695.32,15,1697.18
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Turquoise Stone - Packshot MoMa - Avec Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,693.36,38,2823.45
10/07/26 - Image - Young Dynamic - SUN - #ROAD - Tortoise - MoMa - Avec prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,691.75,21,1682.21
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,686.75,9,1052.34
01/07/26 - Video UGC - Young Dynamic - SUN - CROSSROADS - Multi Variantes - Multi Modèles - UGC in Store - Sans Prix - V1 - H1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,681.5,11,786
07/07/26 - Motion - All targets - SUN - PERMANENT - Multi Modèles - Multi Variantes - Promo - 2 Paires achetées = 1 offerte - Sans Prix - V1,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,679.75,28,2827.88
07/07/26 - Motion - All targets - SUN - PERMANENT - Multi Modèles - Multi Variantes - Promo - 2 Paires achetées = 1 offerte - Sans Prix - V1,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,664.49,61,4919.01
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V3,ASUC-(HISTO)-MULTI-(HISTO)-PERF-LABO,656.54,17,883.83
Carrousel DAd - All Targets - MULTI GAMME - CROSSROADS - Multi Modèles - Flux Sans Habillage - Packshot Face - Sans Prix - V1,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,651.72,38,2853.61
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pomodoro - Split Screen - 1 Lunette - Avec prix - V2,ASUC-(HISTO)-MULTI-(HISTO)-PERF-LABO,648.05,21,1559.06
14/04/26 - Image - All targets - SUN - PERMANENT - #D - Light Tortoise - Sun Polarises USP - Sans Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-RTG,638.6,25,1528.51
01/07/26 - Video UGC - Young Dynamic - SUN - CROSSROADS - Multi Variantes - Multi Modèles - UGC in Store - Sans Prix - V1 - H1,ASUC-(HISTO)-US-(US)-PERF-RTG,635.12,34,3019.2
10/07/26 - Image - Young Dynamic - SUN - #ROAD - Tortoise - MoMa - Avec prix - V1,ASUC-(HISTO)-US-(US)-PERF-RTG,631.84,13,1128.91
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pomodoro - Split Screen - 1 Lunette - Avec prix - V2,ASUC-(HISTO)-US-(US)-PERF-RTG,620.85,27,2230.83
18/03/26 - Video Social Friendly - Young Parent - KIDS - BONPOINT - #ROAD - Glossy Havane -  Unboxing - Sans Prix - V1 - H1,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,617.42,25,3150.38
19/06/26 - Video UGC - Young Dynamic - SUN - ALEGRIA - Multi Variantes - Multi Modèles - UGC Nina in Store - Sans Prix - V1 - H1,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,615.44,2,174.16
10/07/26 - Image - Young Dynamic - SUN - #OFFICE - Golden Green - MoMa - Avec prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,615.41,22,1408.9
10/07/26 - Image - Young Dynamic - SUN - #OFFICE - Golden Green - MoMa - Avec prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,596.86,22,955.58
07/07/26 - Motion - All targets - SUN - PERMANENT - Multi Modèles - Multi Variantes - Promo - 2 Paires achetées = 1 offerte - Sans Prix - V1,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,588.8,59,4745.54
19/06/26 - Video UGC - Young Dynamic - SUN - ALEGRIA - Multi Variantes - Multi Modèles - UGC Nina in Store - Sans Prix - V1 - H1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,581.38,25,1415.54
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Golden Canyon - Packshot MoMa - Avec Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,579.54,20,1148.58
Carrousel DAd - All Targets - MULTI GAMME - PERMANENT - All Products - Multi Modèles - Flux Sans Habillage - Packshot Face - Sans Prix - V1,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,574.41,30,2257.21
14/04/26 - Image - All targets - SUN - PERMANENT - #D - Light Tortoise - Sun Polarises USP - Sans Prix - V1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,573.58,33,1494.32
05/05/26 - Video Social Friendly - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Unboxing - Sans Prix - V1 - H1,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,573.34,16,865.23
10/07/26 - Image - Young Dynamic - SUN - #OFFICE - Golden Green - MoMa - Avec prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,573.07,4,323.54
13/03/26 - Image - Young Presbyte - READING - PERMANENT - #Office - Golden Green - Packshot MoMa - Avec Prix - V1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,569.87,5,335.99
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Packshot Face USP fléchés - Sans Prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,568.32,17,1469.01
21/05/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - Packshot 3 Angles - Avec Prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,565.63,7,392.8
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V3,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,560.43,8,409.22
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Packshot Face USP fléchés - Sans Prix - V1,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,555.25,30,1683.8
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Packshot Face USP fléchés - Sans Prix - V1,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,554.63,46,2976.36
13/03/26 - Image - Young Presbyte - READING - PERMANENT - #Office - Black - Packshot MoMa - Avec Prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,553.03,27,905.94
18/03/26 - Video Social Friendly - Young Parent - KIDS - BONPOINT - #C - Cookie Dough - Unboxing - Sans Prix - V1 - H1,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,551.84,18,1485.76
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pastry Dream - MoMa - Avec Prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,540.08,8,520.91
10/07/26 - Image - Young Dynamic - SUN - #ROAD - Tortoise - MoMa - Avec prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,539.02,12,779.66
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,537.65,11,857.92
14/04/26 - Image - All targets - SUN - PERMANENT - #D - Light Tortoise - Sun Polarises USP - Sans Prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,530.55,27,1333.36
10/07/26 - Image - Young Dynamic - SUN - #OFFICE - Golden Green - MoMa - Avec prix - V1,ASUC-(HISTO)-US-(US)-PERF-RTG,524.31,12,735.16
19/06/26 - Video UGC - Young Dynamic - SUN - ALEGRIA - Multi Variantes - Multi Modèles - UGC Nina in Store - Sans Prix - V1 - H1,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,524.2,42,2397.6
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #OFFICE - Multi Variantes - UGC Emma Le Super Cent - Sans Prix - V1 - H1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,522.13,1,24.57
19/06/26 - Video UGC - Young Dynamic - SUN - ALEGRIA - Multi Variantes - Multi Modèles - UGC Nina in Store - Sans Prix - V1 - H1,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,517.93,13,602.03
20/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Still Life - Avec Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,508.05,9,448.99
18/03/26 - Image - Young Parent - KIDS - BONPOINT - Multi Modèles - Packshot Face - Avec Prix - V1,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,507.98,44,1952.95
14/04/26 - Image - All targets - SUN - PERMANENT - #D - Light Tortoise - Sun Polarises USP - Sans Prix - V1,ASUC-(NEW)-PERF-RTG-WARM-ROW,498.12,22,1828.58
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #OFFICE - Multi Variantes - UGC Emma Le Super Cent - Sans Prix - V1 - H1,ASUC-(HISTO)-US-(US)-PERF-RTG,492.13,15,1490.75
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pomodoro - Split Screen - 1 Lunette - Avec prix - V2,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,490.79,11,493.7
09/02/25 - Video Social Friendly - Young Dynamic - SPORT - MONTAGNE - #SNOW - Black - Porté - Femme - Sans Prix - V1,ASUC-(ALL)-PERF-COLLECTIONS-SAISONNIERES-INTER,483.19,47,3120.2
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #ROAD - Multi Variantes - UGC Adele Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,482.2,22,1403.5
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pomodoro - Split Screen - 1 Lunette - Avec prix - V2,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,475.74,17,743.72
14/04/26 - Image - All targets - SUN - PERMANENT - #D - Light Tortoise - Sun Polarises USP - Sans Prix - V1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,473.94,5,261.49
18/03/26 - Video Social Friendly - Young Parent - KIDS - BONPOINT - #C - Cookie Dough - Unboxing - Sans Prix - V1 - H1,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,464.97,11,586.73
18/03/26 - Video Social Friendly - Young Parent - KIDS - BONPOINT - #ROAD - Glossy Havane -  Unboxing - Sans Prix - V1 - H1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,462.15,19,818.08
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #ROAD - Multi Variantes - UGC Adele Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,461.64,22,1060.31
Carrousel DAd - All Targets - MULTI GAMME - CROSSROADS - Multi Modèles - Flux Sans Habillage - Packshot Face - Sans Prix - V1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,457.84,22,1303.16
18/12/25 - Image Collection - Young Presbyte - READING - PERMANENT - #D - Tortoise - Packshot MoMa - Avec Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-RTG,457.24,16,1219.25
21/04/26 - Video Brand - All targets - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - Sans Prix - V1 - H1,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,456.12,27,1711.4
13/03/26 - Image - Young Presbyte - READING - PERMANENT - #Office - Frozen Blue - Packshot MoMa - Avec Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,455.25,12,943.02
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pastry Dream - MoMa - Avec Prix - V1,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,453.57,7,372.4
22/06/26 - Video UGC - Young Dynamic - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - UGC Camille Le Super Cent - Sans Prix - V1 - H1,ASUC-(HISTO)-US-(US)-PERF-RTG,449.15,14,1120.16
30/04/26 - Image - Young Parent - KIDS - PERMANENT - #d - Lavender - Packshot Face USP - Sans Prix - V1,ASUC-(ALL)-PERF-KIDS-INTER,448.32,31,1816.08
Carrousel DAd - All Targets - MULTI GAMME - CROSSROADS - Multi Modèles - Flux Sans Habillage - Packshot Face - Sans Prix - V1,ASUC-(NEW)-PERF-RTG-WARM-ROW,446.86,25,1430.26
10/07/26 - Image - Young Dynamic - SUN - #ROAD - Tortoise - MoMa - Avec prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,446.74,11,1134.46
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #ROAD - Multi Variantes - UGC Adele Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,444.59,12,1184.91
21/04/26 - Video Brand - All targets - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - Sans Prix - V1 - H1,ASUC-(HISTO)-US-(US)-PERF-RTG,444.45,19,2049.17
19/06/26 - Video UGC - Young Dynamic - SUN - ALEGRIA - Multi Variantes - Multi Modèles - UGC Nina in Store - Sans Prix - V1 - H1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,440.18,6,443.63
19/06/26 - Video UGC - Young Dynamic - SUN - ALEGRIA - Multi Variantes - Multi Modèles - UGC Nina in Store - Sans Prix - V1 - H1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,436.64,4,246.31
07/07/26 - Motion - All targets - SUN - PERMANENT - Multi Modèles - Multi Variantes - Promo - 2 Paires achetées = 1 offerte - Sans Prix - V1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,436.31,23,1369.3
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(HISTO)-US-(US)-PERF-RTG,432.93,24,2273.4
07/07/26 - Motion - All targets - SUN - PERMANENT - Multi Modèles - Multi Variantes - Promo - 2 Paires achetées = 1 offerte - Sans Prix - V1,ASUC-(NEW)-PERF-RTG-WARM-ROW,430.07,27,2296.26
01/07/26 - Video UGC - Young Dynamic - SUN - CROSSROADS - Multi Variantes - Multi Modèles - UGC in Store - Sans Prix - V1 - H1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,427.98,1,124.87
07/07/26 - Motion - All targets - SUN - PERMANENT - Multi Modèles - Multi Variantes - Promo - 2 Paires achetées = 1 offerte - Sans Prix - V1,ASUC-(HISTO)-US-(US)-PERF-RTG,418.69,24,2309.87
05/05/26 - Video Social Friendly - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Unboxing - Sans Prix - V1 - H1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,418.48,23,1773.86
14/04/26 - Image - All targets - SUN - PERMANENT - #D - Light Tortoise - Sun Polarises USP - Sans Prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,414.94,26,1051.74
10/07/26 - Image - Young Dynamic - SUN - #OFFICE - Golden Green - MoMa - Avec prix - V1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,414.82,6,572.61
19/06/26 - Video UGC - Young Dynamic - SUN - ALEGRIA - Multi Variantes - Multi Modèles - UGC Nina in Store - Sans Prix - V1 - H1,ASUC-(NEW)-PERF-RTG-WARM-ROW,414.57,18,1196.84
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Packshot Face USP fléchés - Sans Prix - V1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,412.88,30,2555.92
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Packshot Face - Avec Prix - V1,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,409.54,11,309.73
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Packshot Face USP fléchés - Sans Prix - V1,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,409,23,1890.88
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pomodoro - Split Screen - 1 Lunette - Avec prix - V2,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,404.56,3,246.63
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,404.07,21,1003.5
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #OFFICE - Multi Variantes - UGC Emma Le Super Cent - Sans Prix - V1 - H1,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,403.41,16,1081.05
01/07/26 - Video UGC - Young Dynamic - SUN - CROSSROADS - Multi Variantes - Multi Modèles - UGC in Store - Sans Prix - V1 - H1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,402.01,5,316
14/04/26 - Image - All targets - SUN - PERMANENT - #D - Light Tortoise - Sun Polarises USP - Sans Prix - V1,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,400.57,8,767.88
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #ROAD - Multi Variantes - UGC Adele Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,400.39,9,421.34
22/06/26 - Video UGC - Young Dynamic - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - UGC Camille Le Super Cent - Sans Prix - V1 - H1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,398.21,6,531.4
05/05/26 - Video Social Friendly - All targets - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - Unboxing - Sans Prix - V2 - H1,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,395.88,13,636.2
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V3,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,394.77,19,793.97
10/07/26 - Image - Young Dynamic - SUN - #OFFICE - Golden Green - MoMa - Avec prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,374.49,5,324.39
20/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Still Life - Avec Prix - V1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,372.78,7,290.77
20/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Still Life - Avec Prix - V1,ASUC-(HISTO)-US-(US)-PERF-RTG,367.15,12,807.53
17/07/26 - Image - Young Parent - KIDS - PERMANENT - Multi Modèles - Multi Variantes - Braderie Sociale - Sans Prix - V1,ASUC-(ALL)-PERF-KIDS-INTER,362.72,19,989.7
26/03/26 - Carrousel - Young Presbyte - READING - PERMANENT - #Office - Multi Variantes - Packshot MoMa - Avec Prix - V1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,357.32,3,316.23
17/02/26 - Image - Young Presbyte - READING - PERMANENT - #C - Black - SEER - Avis Client - Avec prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,355.99,5,547.56
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,355.18,9,590.68
10/07/26 - Image - Young Dynamic - SUN - #ROAD - Tortoise - MoMa - Avec prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,355.04,3,241.32
05/05/26 - Video Social Friendly - All targets - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - Unboxing - Sans Prix - V2 - H1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,352.73,14,1127.99
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Golden Canyon - Packshot MoMa - Avec Prix - V1,ASUC-(HISTO)-US-(US)-PERF-RTG,351.03,9,622.88
19/06/26 - Video UGC - Young Dynamic - SUN - ALEGRIA - Multi Variantes - Multi Modèles - UGC Nina in Store - Sans Prix - V1 - H1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,348.73,13,636.74
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #ROAD - Multi Variantes - UGC Adele Le Super Cent - Sans Prix - V1 - H1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,345.96,4,381.81
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #ROAD - Multi Variantes - UGC Adele Le Super Cent - Sans Prix - V1 - H1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,345.29,13,798.71
05/05/26 - Video Social Friendly - All targets - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - Unboxing - Sans Prix - V2 - H1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,344.61,9,482.78
10/07/26 - Image - Young Dynamic - SUN - #OFFICE - Golden Green - MoMa - Avec prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,343.76,12,808.9
21/05/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - Packshot 3 Angles - Avec Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,343.5,3,107.73
05/05/26 - Video Social Friendly - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Unboxing - Sans Prix - V1 - H1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,341.45,6,502.47
30/03/26 - Motion - Young Parent - KIDS - PERMANENT - Multi Modèles - Multi Variantes - Tailles Progressives - USP 100% UV - Sans Prix - V1 - H1,ASUC-(ALL)-PERF-KIDS-INTER,341.44,23,1167.86
21/05/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - Packshot 3 Angles - Avec Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-RTG,340.64,7,598.13
13/03/26 - Image - Young Presbyte - READING - PERMANENT - #Office - Frozen Blue - Packshot MoMa - Avec Prix - V1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-READING,339.95,4,339.26
Carrousel DAd - All Targets - MULTI GAMME - CROSSROADS - Multi Modèles - Flux Sans Habillage - Packshot Face - Sans Prix - V1,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,339.7,29,1643.18
Carrousel DAd - All Targets - MULTI GAMME - PERMANENT - All Products - Multi Modèles - Flux Sans Habillage - Packshot Face - Sans Prix - V1,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,336.04,19,1276.5
20/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Still Life - Avec Prix - V1,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,335.14,20,1137.3
14/04/26 - Image - All targets - SUN - PERMANENT - #D - Light Tortoise - Sun Polarises USP - Sans Prix - V1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,333.96,10,1113.82
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V3,ASUC-(HISTO)-US-(US)-PERF-RTG,333.83,6,511.18
21/04/26 - Video Brand - All targets - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - Sans Prix - V1 - H1,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,333.43,13,1337.83
14/04/26 - Image - All targets - SUN - PERMANENT - #D - Light Tortoise - Sun Polarises USP - Sans Prix - V1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,332.95,10,651.24
21/04/26 - Video Brand - All targets - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - Sans Prix - V1 - H1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,331.48,6,575.15
05/05/26 - Video Social Friendly - All targets - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - Unboxing - Sans Prix - V2 - H1,ASUC-(HISTO)-UK-(UK)-PERF-RTG,330.75,7,591.22
18/03/26 - Image - Young Parent - KIDS - BONPOINT - Multi Modèles - Packshot Face - Avec Prix - V1,ASUC-(NEW)-PERF-RTG-WARM-ROW,328.61,20,1100.5
20/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Still Life - Avec Prix - V1,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,327.52,7,372.38
18/03/26 - Video Social Friendly - Young Parent - KIDS - BONPOINT - #C - Cookie Dough - Unboxing - Sans Prix - V1 - H1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,327.26,30,1422.84
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,326.47,6,674.54
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Turquoise Stone - Packshot MoMa - Avec Prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,318.86,26,1739.12
20/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Still Life - Avec Prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,307.4,6,397.02
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pastry Dream - MoMa - Avec Prix - V1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,301.98,3,174.02
01/07/26 - Video UGC - Young Dynamic - SUN - CROSSROADS - Multi Variantes - Multi Modèles - UGC in Store - Sans Prix - V1 - H1,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,300.17,17,1059
13/03/26 - Image - Young Presbyte - READING - PERMANENT - #Office - Golden Green - Packshot MoMa - Avec Prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,300.02,4,474.95
10/07/26 - Image - Young Dynamic - SUN - #OFFICE - Golden Green - MoMa - Avec prix - V1,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,298.89,9,596.35
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #ROAD - Multi Variantes - UGC Adele Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,297.04,21,1137.32
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Packshot Face USP fléchés - Sans Prix - V1,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,295.55,12,1025.11
30/03/26 - Video Social Friendly - Young Dynamic - SUN - PERMANENT - Multi Modèles - Vintage Cream - Unboxing - Sans Prix - V2 - H1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,293.51,13,796.63
